"","State","Filed week ended","Initial Claims","Reflecting Week Ended","Continued Claims","Covered Employment","Insured Unemployment Rate"
"1","Alabama","01/04/2020",4.578,"12/28/2019",18523,1923741,0.96
"2","Alabama","01/11/2020",3.629,"01/04/2020",21143,1923741,1.1
"3","Alabama","01/18/2020",2.483,"01/11/2020",17402,1923741,0.9
"4","Alabama","01/25/2020",2.129,"01/18/2020",18390,1923741,0.96
"5","Alabama","02/01/2020",2.17,"01/25/2020",17284,1923741,0.9
"6","Alabama","02/08/2020",2.176,"02/01/2020",16745,1923741,0.87
"7","Alabama","02/15/2020",1.981,"02/08/2020",16571,1923741,0.86
"8","Alabama","02/22/2020",1.735,"02/15/2020",16059,1923741,0.83
"9","Alabama","02/29/2020",1.575,"02/22/2020",14721,1923741,0.77
"10","Alabama","03/07/2020",1.663,"02/29/2020",13657,1923741,0.71
"11","Alabama","03/14/2020",1.819,"03/07/2020",13070,1923741,0.68
"12","Alabama","03/21/2020",10.892,"03/14/2020",12487,1923741,0.65
"13","Alabama","03/28/2020",80.984,"03/21/2020",18083,1923741,0.94
"14","Alabama","04/04/2020",106.739,"03/28/2020",52176,1923741,2.71
"15","Alabama","04/11/2020",77.515,"04/04/2020",95325,1929897,4.94
"16","Alabama","04/18/2020",66.432,"04/11/2020",144327,1929897,7.48
"17","Alabama","04/25/2020",74.966,"04/18/2020",173855,1929897,9.01
"18","Alabama","05/02/2020",28.985,"04/25/2020",214684,1929897,11.12
"19","Alabama","05/09/2020",26.666,"05/02/2020",216856,1929897,11.24
"20","Alabama","05/16/2020",25.15,"05/09/2020",203677,1929897,10.55
"21","Alabama","05/23/2020",27.919,"05/16/2020",190205,1929897,9.86
"22","Alabama","05/30/2020",21.335,"05/23/2020",183565,1929897,9.51
"23","Alabama","06/06/2020",19.949,"05/30/2020",180245,1929897,9.34
"24","Alabama","06/13/2020",18.367,"06/06/2020",163982,1929897,8.5
"25","Alabama","06/20/2020",18.671,"06/13/2020",150002,1929897,7.77
"26","Alabama","06/27/2020",18.338,"06/20/2020",141450,1929897,7.33
"27","Alabama","07/04/2020",19.056,"06/27/2020",138272,1929897,7.16
"28","Alaska","01/04/2020",0.981,"12/28/2019",10177,306493,3.32
"29","Alaska","01/11/2020",1.371,"01/04/2020",9310,307329,3.03
"30","Alaska","01/18/2020",1.181,"01/11/2020",9984,307329,3.25
"31","Alaska","01/25/2020",1.003,"01/18/2020",9496,307329,3.09
"32","Alaska","02/01/2020",1.122,"01/25/2020",9579,307329,3.12
"33","Alaska","02/08/2020",0.98,"02/01/2020",9161,307329,2.98
"34","Alaska","02/15/2020",0.915,"02/08/2020",9343,307329,3.04
"35","Alaska","02/22/2020",0.773,"02/15/2020",8864,307329,2.88
"36","Alaska","02/29/2020",0.874,"02/22/2020",8938,307329,2.91
"37","Alaska","03/07/2020",0.815,"02/29/2020",8266,307329,2.69
"38","Alaska","03/14/2020",1.12,"03/07/2020",8522,307329,2.77
"39","Alaska","03/21/2020",7.847,"03/14/2020",8512,307329,2.77
"40","Alaska","03/28/2020",13.774,"03/21/2020",11173,307329,3.64
"41","Alaska","04/04/2020",14.59,"03/28/2020",19845,307329,6.46
"42","Alaska","04/11/2020",12.007,"04/04/2020",35365,308137,11.48
"43","Alaska","04/18/2020",12.201,"04/11/2020",48096,308137,15.61
"44","Alaska","04/25/2020",10.313,"04/18/2020",52022,308137,16.88
"45","Alaska","05/02/2020",8.718,"04/25/2020",49893,308137,16.19
"46","Alaska","05/09/2020",7.807,"05/02/2020",50791,308137,16.48
"47","Alaska","05/16/2020",7.741,"05/09/2020",50049,308137,16.24
"48","Alaska","05/23/2020",8.152,"05/16/2020",48000,308137,15.58
"49","Alaska","05/30/2020",7.452,"05/23/2020",47344,308137,15.36
"50","Alaska","06/06/2020",7.081,"05/30/2020",47123,308137,15.29
"51","Alaska","06/13/2020",6.797,"06/06/2020",45792,308137,14.86
"52","Alaska","06/20/2020",6.757,"06/13/2020",44380,308137,14.4
"53","Alaska","06/27/2020",6.467,"06/20/2020",43208,308137,14.02
"54","Alaska","07/04/2020",6.124,"06/27/2020",42110,308137,13.67
"55","Arkansas","01/04/2020",2.576,"12/28/2019",15323,1193713,1.28
"56","Arkansas","01/11/2020",2.493,"01/04/2020",15536,1195622,1.3
"57","Arkansas","01/18/2020",1.729,"01/11/2020",13229,1195622,1.11
"58","Arkansas","01/25/2020",1.683,"01/18/2020",12331,1195622,1.03
"59","Arkansas","02/01/2020",1.837,"01/25/2020",13210,1195622,1.1
"60","Arkansas","02/08/2020",1.724,"02/01/2020",12964,1195622,1.08
"61","Arkansas","02/15/2020",1.602,"02/08/2020",12979,1195622,1.09
"62","Arkansas","02/22/2020",1.055,"02/15/2020",12546,1195622,1.05
"63","Arkansas","02/29/2020",1.418,"02/22/2020",12244,1195622,1.02
"64","Arkansas","03/07/2020",1.843,"02/29/2020",11618,1195622,0.97
"65","Arkansas","03/14/2020",1.382,"03/07/2020",11514,1195622,0.96
"66","Arkansas","03/21/2020",9.275,"03/14/2020",10988,1195622,0.92
"67","Arkansas","03/28/2020",27.756,"03/21/2020",16148,1195622,1.35
"68","Arkansas","04/04/2020",62.086,"03/28/2020",36499,1195622,3.05
"69","Arkansas","04/11/2020",35.629,"04/04/2020",66511,1196468,5.56
"70","Arkansas","04/18/2020",25.404,"04/11/2020",91278,1196468,7.63
"71","Arkansas","04/25/2020",17.671,"04/18/2020",109337,1196468,9.14
"72","Arkansas","05/02/2020",13.448,"04/25/2020",119332,1196468,9.97
"73","Arkansas","05/09/2020",13.152,"05/02/2020",122522,1196468,10.24
"74","Arkansas","05/16/2020",11.427,"05/09/2020",122408,1196468,10.23
"75","Arkansas","05/23/2020",10.825,"05/16/2020",120043,1196468,10.03
"76","Arkansas","05/30/2020",8.481,"05/23/2020",115365,1196468,9.64
"77","Arkansas","06/06/2020",9.663,"05/30/2020",115482,1196468,9.65
"78","Arkansas","06/13/2020",9.381,"06/06/2020",113623,1196468,9.5
"79","Arkansas","06/20/2020",9.669,"06/13/2020",112189,1196468,9.38
"80","Arkansas","06/27/2020",10.395,"06/20/2020",108691,1196468,9.08
"81","Arkansas","07/04/2020",10.832,"06/27/2020",104692,1196468,8.75
"82","Arizona","01/04/2020",3.132,"12/28/2019",17991,2864180,0.63
"83","Arizona","01/11/2020",4.654,"01/04/2020",18259,2864180,0.64
"84","Arizona","01/18/2020",4.152,"01/11/2020",18421,2864180,0.64
"85","Arizona","01/25/2020",3.475,"01/18/2020",18401,2864180,0.64
"86","Arizona","02/01/2020",3.807,"01/25/2020",18854,2864180,0.66
"87","Arizona","02/08/2020",3.636,"02/01/2020",18461,2864180,0.64
"88","Arizona","02/15/2020",3.538,"02/08/2020",18516,2864180,0.65
"89","Arizona","02/22/2020",3.151,"02/15/2020",18217,2864180,0.64
"90","Arizona","02/29/2020",3.086,"02/22/2020",18137,2864180,0.63
"91","Arizona","03/07/2020",3.357,"02/29/2020",17593,2864180,0.61
"92","Arizona","03/14/2020",3.844,"03/07/2020",17595,2864180,0.61
"93","Arizona","03/21/2020",29.348,"03/14/2020",18108,2864180,0.63
"94","Arizona","03/28/2020",88.94,"03/21/2020",26387,2864180,0.92
"95","Arizona","04/04/2020",132.428,"03/28/2020",62597,2864180,2.19
"96","Arizona","04/11/2020",98.531,"04/04/2020",120592,2864180,4.21
"97","Arizona","04/18/2020",72.457,"04/11/2020",170262,2885408,5.9
"98","Arizona","04/25/2020",52.581,"04/18/2020",196401,2885408,6.81
"99","Arizona","05/02/2020",43.023,"04/25/2020",218760,2885408,7.58
"100","Arizona","05/09/2020",31.57,"05/02/2020",228806,2885408,7.93
"101","Arizona","05/16/2020",31.957,"05/09/2020",230566,2885408,7.99
"102","Arizona","05/23/2020",26.868,"05/16/2020",217968,2885408,7.55
"103","Arizona","05/30/2020",22.012,"05/23/2020",209944,2885408,7.28
"104","Arizona","06/06/2020",24.367,"05/30/2020",210605,2885408,7.3
"105","Arizona","06/13/2020",22.419,"06/06/2020",209529,2885408,7.26
"106","Arizona","06/20/2020",25.886,"06/13/2020",217934,2885408,7.55
"107","Arizona","06/27/2020",26.328,"06/20/2020",217505,2885408,7.54
"108","Arizona","07/04/2020",25.774,"06/27/2020",216603,2885408,7.51
"109","California","01/04/2020",36.72,"12/28/2019",359606,17203829,2.09
"110","California","01/11/2020",51.993,"01/04/2020",356376,17265039,2.06
"111","California","01/18/2020",64.858,"01/11/2020",376947,17265039,2.18
"112","California","01/25/2020",45.596,"01/18/2020",336269,17265039,1.95
"113","California","02/01/2020",43.458,"01/25/2020",388341,17265039,2.25
"114","California","02/08/2020",40.392,"02/01/2020",359156,17265039,2.08
"115","California","02/15/2020",43.445,"02/08/2020",375305,17265039,2.17
"116","California","02/22/2020",34.979,"02/15/2020",349252,17265039,2.02
"117","California","02/29/2020",41.678,"02/22/2020",369988,17265039,2.14
"118","California","03/07/2020",43.385,"02/29/2020",378864,17265039,2.19
"119","California","03/14/2020",57.606,"03/07/2020",351344,17265039,2.04
"120","California","03/21/2020",186.333,"03/14/2020",421912,17265039,2.44
"121","California","03/28/2020",1058.325,"03/21/2020",400565,17265039,2.32
"122","California","04/04/2020",918.814,"03/28/2020",1076761,17265039,6.24
"123","California","04/11/2020",655.472,"04/04/2020",1429954,17330010,8.25
"124","California","04/18/2020",528.36,"04/11/2020",2422458,17330010,13.98
"125","California","04/25/2020",325.343,"04/18/2020",1887575,17330010,10.89
"126","California","05/02/2020",316.257,"04/25/2020",4808361,17330010,27.75
"127","California","05/09/2020",212.667,"05/02/2020",2850204,17330010,16.45
"128","California","05/16/2020",244.431,"05/09/2020",3565153,17330010,20.57
"129","California","05/23/2020",203.262,"05/16/2020",2155310,17330010,12.44
"130","California","05/30/2020",228.634,"05/23/2020",2752401,17330010,15.88
"131","California","06/06/2020",255.836,"05/30/2020",2812484,17330010,16.23
"132","California","06/13/2020",241.424,"06/06/2020",3001413,17330010,17.32
"133","California","06/20/2020",284.494,"06/13/2020",2779425,17330010,16.04
"134","California","06/27/2020",277.362,"06/20/2020",2901601,17330010,16.74
"135","California","07/04/2020",264.791,"06/27/2020",2758474,17330010,15.92
"136","Colorado","01/04/2020",2.431,"12/28/2019",21391,2635231,0.81
"137","Colorado","01/11/2020",3.001,"01/04/2020",21492,2650335,0.81
"138","Colorado","01/18/2020",2.522,"01/11/2020",21104,2650335,0.8
"139","Colorado","01/25/2020",2.164,"01/18/2020",22738,2650335,0.86
"140","Colorado","02/01/2020",2.049,"01/25/2020",21560,2650335,0.81
"141","Colorado","02/08/2020",2.482,"02/01/2020",22881,2650335,0.86
"142","Colorado","02/15/2020",2.209,"02/08/2020",22076,2650335,0.83
"143","Colorado","02/22/2020",1.862,"02/15/2020",23694,2650335,0.89
"144","Colorado","02/29/2020",1.681,"02/22/2020",22409,2650335,0.85
"145","Colorado","03/07/2020",1.865,"02/29/2020",22908,2650335,0.86
"146","Colorado","03/14/2020",2.321,"03/07/2020",21260,2650335,0.8
"147","Colorado","03/21/2020",19.774,"03/14/2020",21309,2650335,0.8
"148","Colorado","03/28/2020",61.838,"03/21/2020",21956,2650335,0.83
"149","Colorado","04/04/2020",46.326,"03/28/2020",73584,2650335,2.78
"150","Colorado","04/11/2020",104.572,"04/04/2020",166593,2666358,6.25
"151","Colorado","04/18/2020",67.639,"04/11/2020",171434,2666358,6.43
"152","Colorado","04/25/2020",38.662,"04/18/2020",228713,2666358,8.58
"153","Colorado","05/02/2020",28.36,"04/25/2020",228683,2666358,8.58
"154","Colorado","05/09/2020",22.732,"05/02/2020",261951,2666358,9.82
"155","Colorado","05/16/2020",18.054,"05/09/2020",246507,2666358,9.25
"156","Colorado","05/23/2020",15.719,"05/16/2020",265499,2666358,9.96
"157","Colorado","05/30/2020",12.519,"05/23/2020",244600,2666358,9.17
"158","Colorado","06/06/2020",13.098,"05/30/2020",263810,2666358,9.89
"159","Colorado","06/13/2020",10.382,"06/06/2020",242785,2666358,9.11
"160","Colorado","06/20/2020",10.013,"06/13/2020",259341,2666358,9.73
"161","Colorado","06/27/2020",8.646,"06/20/2020",237236,2666358,8.9
"162","Colorado","07/04/2020",7.928,"06/27/2020",246108,2666358,9.23
"163","Connecticut","01/04/2020",7.852,"12/28/2019",46562,1655540,2.81
"164","Connecticut","01/11/2020",5.986,"01/04/2020",47540,1654391,2.87
"165","Connecticut","01/18/2020",3.776,"01/11/2020",42483,1654391,2.57
"166","Connecticut","01/25/2020",2.949,"01/18/2020",41760,1654391,2.52
"167","Connecticut","02/01/2020",2.994,"01/25/2020",41725,1654391,2.52
"168","Connecticut","02/08/2020",2.944,"02/01/2020",41633,1654391,2.52
"169","Connecticut","02/15/2020",2.52,"02/08/2020",39384,1654391,2.38
"170","Connecticut","02/22/2020",2.435,"02/15/2020",41691,1654391,2.52
"171","Connecticut","02/29/2020",2.843,"02/22/2020",42168,1654391,2.55
"172","Connecticut","03/07/2020",2.527,"02/29/2020",40638,1654391,2.46
"173","Connecticut","03/14/2020",3.44,"03/07/2020",39786,1654391,2.4
"174","Connecticut","03/21/2020",25.1,"03/14/2020",44194,1654391,2.67
"175","Connecticut","03/28/2020",33.227,"03/21/2020",80861,1654391,4.89
"176","Connecticut","04/04/2020",33.464,"03/28/2020",147939,1654391,8.94
"177","Connecticut","04/11/2020",34.05,"04/04/2020",189196,1653302,11.44
"178","Connecticut","04/18/2020",102.808,"04/11/2020",306047,1653302,18.51
"179","Connecticut","04/25/2020",33.041,"04/18/2020",309111,1653302,18.7
"180","Connecticut","05/02/2020",36.138,"04/25/2020",297549,1653302,18
"181","Connecticut","05/09/2020",30.046,"05/02/2020",319529,1653302,19.33
"182","Connecticut","05/16/2020",25.96,"05/09/2020",297088,1653302,17.97
"183","Connecticut","05/23/2020",16.603,"05/16/2020",272695,1653302,16.49
"184","Connecticut","05/30/2020",14.208,"05/23/2020",248663,1653302,15.04
"185","Connecticut","06/06/2020",15.366,"05/30/2020",269117,1653302,16.28
"186","Connecticut","06/13/2020",11.852,"06/06/2020",260518,1653302,15.76
"187","Connecticut","06/20/2020",10.411,"06/13/2020",250774,1653302,15.17
"188","Connecticut","06/27/2020",10.133,"06/20/2020",247195,1653302,14.95
"189","Connecticut","07/04/2020",12.267,"06/27/2020",251926,1653302,15.24
"190","Delaware","01/04/2020",0.875,"12/28/2019",6881,441663,1.56
"191","Delaware","01/11/2020",1.107,"01/04/2020",7083,443288,1.6
"192","Delaware","01/18/2020",0.83,"01/11/2020",5967,443288,1.35
"193","Delaware","01/25/2020",0.674,"01/18/2020",5703,443288,1.29
"194","Delaware","02/01/2020",0.622,"01/25/2020",6830,443288,1.54
"195","Delaware","02/08/2020",0.608,"02/01/2020",5888,443288,1.33
"196","Delaware","02/15/2020",0.61,"02/08/2020",5917,443288,1.33
"197","Delaware","02/22/2020",0.632,"02/15/2020",5921,443288,1.34
"198","Delaware","02/29/2020",0.524,"02/22/2020",6742,443288,1.52
"199","Delaware","03/07/2020",0.518,"02/29/2020",5480,443288,1.24
"200","Delaware","03/14/2020",0.472,"03/07/2020",5310,443288,1.2
"201","Delaware","03/21/2020",10.776,"03/14/2020",5297,443288,1.19
"202","Delaware","03/28/2020",19.137,"03/21/2020",11506,443288,2.6
"203","Delaware","04/04/2020",18.851,"03/28/2020",19442,443288,4.39
"204","Delaware","04/11/2020",13.258,"04/04/2020",29577,445741,6.64
"205","Delaware","04/18/2020",9.446,"04/11/2020",38451,445741,8.63
"206","Delaware","04/25/2020",7.947,"04/18/2020",44977,445741,10.09
"207","Delaware","05/02/2020",6.297,"04/25/2020",52501,445741,11.78
"208","Delaware","05/09/2020",5.197,"05/02/2020",50205,445741,11.26
"209","Delaware","05/16/2020",5.554,"05/09/2020",51010,445741,11.44
"210","Delaware","05/23/2020",4.651,"05/16/2020",50780,445741,11.39
"211","Delaware","05/30/2020",3.052,"05/23/2020",55172,445741,12.38
"212","Delaware","06/06/2020",3.037,"05/30/2020",49659,445741,11.14
"213","Delaware","06/13/2020",2.516,"06/06/2020",47115,445741,10.57
"214","Delaware","06/20/2020",2.797,"06/13/2020",45112,445741,10.12
"215","Delaware","06/27/2020",2.771,"06/20/2020",44034,445741,9.88
"216","Delaware","07/04/2020",2.791,"06/27/2020",45598,445741,10.23
"217","District of Columbia","01/04/2020",0.481,"12/28/2019",7198,576878,1.25
"218","District of Columbia","01/11/2020",0.706,"01/04/2020",7102,578035,1.23
"219","District of Columbia","01/18/2020",0.594,"01/11/2020",7271,578035,1.26
"220","District of Columbia","01/25/2020",0.534,"01/18/2020",7149,578035,1.24
"221","District of Columbia","02/01/2020",0.539,"01/25/2020",7139,578035,1.24
"222","District of Columbia","02/08/2020",0.508,"02/01/2020",7156,578035,1.24
"223","District of Columbia","02/15/2020",0.473,"02/08/2020",7079,578035,1.22
"224","District of Columbia","02/22/2020",0.422,"02/15/2020",7003,578035,1.21
"225","District of Columbia","02/29/2020",0.452,"02/22/2020",7020,578035,1.21
"226","District of Columbia","03/07/2020",0.471,"02/29/2020",6792,578035,1.18
"227","District of Columbia","03/14/2020",1.213,"03/07/2020",6746,578035,1.17
"228","District of Columbia","03/21/2020",14.462,"03/14/2020",7378,578035,1.28
"229","District of Columbia","03/28/2020",15.869,"03/21/2020",17661,578035,3.06
"230","District of Columbia","04/04/2020",15.329,"03/28/2020",31385,578035,5.43
"231","District of Columbia","04/11/2020",9.974,"04/04/2020",42224,579419,7.29
"232","District of Columbia","04/18/2020",8.639,"04/11/2020",47465,579419,8.19
"233","District of Columbia","04/25/2020",8.708,"04/18/2020",52534,579419,9.07
"234","District of Columbia","05/02/2020",8.113,"04/25/2020",58634,579419,10.12
"235","District of Columbia","05/09/2020",5.782,"05/02/2020",65298,579419,11.27
"236","District of Columbia","05/16/2020",5.196,"05/09/2020",68844,579419,11.88
"237","District of Columbia","05/23/2020",5.135,"05/16/2020",70103,579419,12.1
"238","District of Columbia","05/30/2020",3.559,"05/23/2020",70671,579419,12.2
"239","District of Columbia","06/06/2020",3.385,"05/30/2020",72023,579419,12.43
"240","District of Columbia","06/13/2020",3.065,"06/06/2020",72934,579419,12.59
"241","District of Columbia","06/20/2020",3.073,"06/13/2020",72927,579419,12.59
"242","District of Columbia","06/27/2020",3.132,"06/20/2020",72807,579419,12.57
"243","District of Columbia","07/04/2020",2.858,"06/27/2020",72802,579419,12.56
"244","Florida","01/04/2020",4.618,"12/28/2019",36189,8608066,0.42
"245","Florida","01/11/2020",6.862,"01/04/2020",35024,8604277,0.41
"246","Florida","01/18/2020",6.088,"01/11/2020",34718,8604277,0.4
"247","Florida","01/25/2020",5.206,"01/18/2020",33347,8604277,0.39
"248","Florida","02/01/2020",5.457,"01/25/2020",35871,8604277,0.42
"249","Florida","02/08/2020",5.605,"02/01/2020",33176,8604277,0.39
"250","Florida","02/15/2020",5.229,"02/08/2020",34449,8604277,0.4
"251","Florida","02/22/2020",4.861,"02/15/2020",33570,8604277,0.39
"252","Florida","02/29/2020",4.853,"02/22/2020",33421,8604277,0.39
"253","Florida","03/07/2020",5.325,"02/29/2020",32262,8604277,0.37
"254","Florida","03/14/2020",6.463,"03/07/2020",32244,8604277,0.37
"255","Florida","03/21/2020",74.313,"03/14/2020",33728,8604277,0.39
"256","Florida","03/28/2020",228.484,"03/21/2020",35076,8604277,0.41
"257","Florida","04/04/2020",169.885,"03/28/2020",98921,8604277,1.15
"258","Florida","04/11/2020",180.419,"04/04/2020",339448,8590846,3.95
"259","Florida","04/18/2020",506.67,"04/11/2020",177021,8590846,2.06
"260","Florida","04/25/2020",433.103,"04/18/2020",540554,8590846,6.29
"261","Florida","05/02/2020",174.86,"04/25/2020",444561,8590846,5.17
"262","Florida","05/09/2020",223.082,"05/02/2020",1035207,8590846,12.05
"263","Florida","05/16/2020",225.404,"05/09/2020",2151108,8590846,25.04
"264","Florida","05/23/2020",175.411,"05/16/2020",529384,8590846,6.16
"265","Florida","05/30/2020",207.707,"05/23/2020",630640,8590846,7.34
"266","Florida","06/06/2020",112.161,"05/30/2020",966625,8590846,11.25
"267","Florida","06/13/2020",88.148,"06/06/2020",920202,8590846,10.71
"268","Florida","06/20/2020",95.683,"06/13/2020",995792,8590846,11.59
"269","Florida","06/27/2020",84.37,"06/20/2020",741344,8590846,8.63
"270","Florida","07/04/2020",66.941,"06/27/2020",581952,8590846,6.77
"271","Georgia","01/04/2020",17.06,"12/28/2019",38704,4353840,0.89
"272","Georgia","01/11/2020",17.962,"01/04/2020",47482,4373059,1.09
"273","Georgia","01/18/2020",8.161,"01/11/2020",32079,4373059,0.73
"274","Georgia","01/25/2020",5.257,"01/18/2020",28998,4373059,0.66
"275","Georgia","02/01/2020",5.199,"01/25/2020",28332,4373059,0.65
"276","Georgia","02/08/2020",5.577,"02/01/2020",26984,4373059,0.62
"277","Georgia","02/15/2020",6.277,"02/08/2020",27317,4373059,0.62
"278","Georgia","02/22/2020",5.03,"02/15/2020",26963,4373059,0.62
"279","Georgia","02/29/2020",5.538,"02/22/2020",26958,4373059,0.62
"280","Georgia","03/07/2020",4.569,"02/29/2020",25079,4373059,0.57
"281","Georgia","03/14/2020",5.445,"03/07/2020",25352,4373059,0.58
"282","Georgia","03/21/2020",12.14,"03/14/2020",27507,4373059,0.63
"283","Georgia","03/28/2020",133.82,"03/21/2020",107877,4373059,2.47
"284","Georgia","04/04/2020",390.132,"03/28/2020",360077,4373059,8.23
"285","Georgia","04/11/2020",319.581,"04/04/2020",595418,4388404,13.57
"286","Georgia","04/18/2020",247.003,"04/11/2020",611889,4388404,13.94
"287","Georgia","04/25/2020",266.565,"04/18/2020",758856,4388404,17.29
"288","Georgia","05/02/2020",228.352,"04/25/2020",885764,4388404,20.18
"289","Georgia","05/09/2020",242.772,"05/02/2020",812913,4388404,18.52
"290","Georgia","05/16/2020",177.731,"05/09/2020",790178,4388404,18.01
"291","Georgia","05/23/2020",165.499,"05/16/2020",731762,4388404,16.67
"292","Georgia","05/30/2020",149.163,"05/23/2020",754833,4388404,17.2
"293","Georgia","06/06/2020",135.254,"05/30/2020",698154,4388404,15.91
"294","Georgia","06/13/2020",131.997,"06/06/2020",682501,4388404,15.55
"295","Georgia","06/20/2020",125.725,"06/13/2020",669735,4388404,15.26
"296","Georgia","06/27/2020",117.485,"06/20/2020",661233,4388404,15.07
"297","Georgia","07/04/2020",105.16,"06/27/2020",619947,4388404,14.13
"298","Hawaii","01/04/2020",1.825,"12/28/2019",6813,623074,1.09
"299","Hawaii","01/11/2020",1.826,"01/04/2020",7849,621949,1.26
"300","Hawaii","01/18/2020",1.234,"01/11/2020",6623,621949,1.06
